Sigla Empresa;Fecha;Origen;Destino;Tipo de Equipo;Número de Vuelos;Horas Bloque;Sillas;Carga Ofrecida Kg;Pasajeros A Bordo;Distancia;Trafico;Tipo de Vuelo;Nombre Empresa;Ciudad Origen;Ciudad Destino;Pais Origen;Pais Destino;Apto_Origen;Apto_Destino;Grupo de Empresas;OW;Ruta;Millas;Año;Mes
AVA;1/02/2018;BOG;BGA;A320;128;118,62;19202;112077;16079;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;feb
AVA;1/02/2018;BOG;BGA;A319;72;68,32;8640;49586;7827;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;feb
AVA;1/02/2018;BOG;BGA;A318;115;108,42;11487;59447;10479;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;feb
AVA;1/02/2018;BGA;BOG;A320;130;123,3;19503;45893;16935;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;feb
AVA;1/02/2018;BGA;BOG;A319;73;72,3;8760;17829;7952;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;feb
AVA;1/02/2018;BGA;BOG;A318;113;113,47;11285;42473;9596;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;feb
ARE;1/02/2018;BOG;BGA;A320;14;14,53;2436;253221;1798;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2018;feb
ARE;1/02/2018;BOG;BGA;A319;57;58,88;8208;910344;6490;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2018;feb
ARE;1/02/2018;BGA;BOG;A320;14;14,8;2436;241884;1951;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2018;feb
ARE;1/02/2018;BGA;BOG;A319;57;59,26;8208;870208;6841;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2018;feb
1GH;1/01/2018;BGA;BOG;AN32;1;1,03;0;5530;0;288,07;Domestic;Regular;AER CARIBE LIMITADA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;1GH;BGA-BOG;BGA-BOG;179;2018;ene
VVC;1/01/2018;BOG;BGA;A320;38;41,6;6840;0;4789;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2018;ene
VVC;1/01/2018;BGA;BOG;A320;38;39,4;6840;0;4843;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2018;ene
AVA;1/01/2018;BOG;BGA;A320;166;155,85;24900;1124434;18051;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;ene
AVA;1/01/2018;BOG;BGA;A319;82;77,47;9832;549666;7439;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;ene
AVA;1/01/2018;BOG;BGA;A318;107;100,98;10698;571250;8189;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2018;ene
AVA;1/01/2018;BGA;BOG;A320;165;157,07;24722;936962;21563;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;ene
AVA;1/01/2018;BGA;BOG;A319;80;75,91;9594;501390;8008;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;ene
AVA;1/01/2018;BGA;BOG;A318;109;104,04;10898;504293;9391;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2018;ene
ARE;1/01/2018;BOG;BGA;A320;21;21,66;3654;377852;2766;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2018;ene
ARE;1/01/2018;BOG;BGA;A319;61;60,36;8784;964196;6475;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2018;ene
ARE;1/01/2018;BGA;BOG;A320;22;22,49;3828;379802;3263;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2018;ene
ARE;1/01/2018;BGA;BOG;A319;61;61,68;8784;928585;7567;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2018;ene
1GH;1/12/2017;BOG;BGA;AN32;1;1,15;0;5500;0;288,07;Domestic;Regular;AER CARIBE LIMITADA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;1GH;BOG-BGA;BGA-BOG;179;2017;dic
VVC;1/12/2017;BOG;BGA;A320;30;34,36;5400;0;3755;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;dic
VVC;1/12/2017;BGA;BOG;A320;30;30,14;5400;0;3181;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;dic
AVA;1/12/2017;BOG;BGA;A320;201;195,05;30135;1160495;25995;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;dic
AVA;1/12/2017;BOG;BGA;A319;69;63,03;8273;467624;7211;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;dic
AVA;1/12/2017;BOG;BGA;A318;75;69,06;7494;325942;6903;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;dic
AVA;1/12/2017;BGA;BOG;A320;203;189,91;30451;1691928;24078;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;dic
AVA;1/12/2017;BGA;BOG;A319;70;67,08;8397;598899;6293;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;dic
AVA;1/12/2017;BGA;BOG;A318;73;70,01;7299;437156;6034;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;dic
ARE;1/12/2017;BOG;BGA;A320;28;28,59;4872;505355;4030;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;dic
ARE;1/12/2017;BOG;BGA;A319;65;66,04;9360;1035991;8254;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;dic
ARE;1/12/2017;BGA;BOG;A320;28;28,44;4872;480312;3973;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;dic
ARE;1/12/2017;BGA;BOG;A319;67;71,6;9648;1018237;8817;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;dic
VVC;1/11/2017;BOG;BGA;A320;30;32,8;5400;0;3911;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;nov
VVC;1/11/2017;BGA;BOG;A320;30;31,1;5400;0;3972;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;nov
AVA;1/11/2017;BOG;BGA;A320;172;164,62;25798;800467;24160;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;nov
AVA;1/11/2017;BOG;BGA;A319;1;0,83;120;7279;99;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;nov
AVA;1/11/2017;BOG;BGA;A318;14;13,69;1400;61463;1258;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;nov
AVA;1/11/2017;BGA;BOG;A320;173;159,27;25947;1444106;24761;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;nov
AVA;1/11/2017;BGA;BOG;A319;1;0,85;120;6915;117;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;nov
AVA;1/11/2017;BGA;BOG;A318;14;13,22;1400;97777;1373;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;nov
ARE;1/11/2017;BOG;BGA;A320;36;35,2;6222;633455;5383;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;nov
ARE;1/11/2017;BOG;BGA;A319;59;58,24;8496;930587;7759;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;nov
ARE;1/11/2017;BGA;BOG;A320;36;38,3;6252;617129;5659;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;nov
ARE;1/11/2017;BGA;BOG;A319;58;62,32;8352;881818;7961;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;nov
VVC;1/10/2017;BOG;BGA;A320;30;28,9;5400;0;4042;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;oct
VVC;1/10/2017;BGA;BOG;A320;30;30,5;5400;0;4258;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;oct
AVA;1/10/2017;BOG;BGA;A320;149;136,37;22349;655438;21183;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;oct
AVA;1/10/2017;BOG;BGA;A319;1;1,05;120;5006;120;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;oct
AVA;1/10/2017;BGA;BOG;A320;148;137,12;22199;836496;20899;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;oct
AVA;1/10/2017;BGA;BOG;A319;1;0,88;120;6176;120;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;oct
ARE;1/10/2017;BOG;BGA;A320;55;54,87;9570;1072500;8687;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;oct
ARE;1/10/2017;BOG;BGA;A319;58;56,97;8352;1015000;7830;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;oct
ARE;1/10/2017;BGA;BOG;A320;55;55,61;9570;1072500;8956;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;oct
ARE;1/10/2017;BGA;BOG;A319;58;59,52;8352;1015000;7942;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;oct
VVC;1/09/2017;BOG;BGA;A320;32;32,1;5760;0;4208;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;sep
VVC;1/09/2017;BGA;BOG;A320;32;32,2;5760;0;4422;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;sep
AVA;1/09/2017;BOG;BGA;A320;175;164,22;26237;1020848;22063;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;sep
AVA;1/09/2017;BOG;BGA;A319;33;29,73;3959;209163;3560;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;sep
AVA;1/09/2017;BOG;BGA;A318;45;42,45;4499;215897;4109;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;sep
AVA;1/09/2017;BGA;BOG;A320;160;142,22;23990;1049828;20567;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;sep
AVA;1/09/2017;BGA;BOG;A319;36;34,35;4320;248092;3935;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;sep
AVA;1/09/2017;BGA;BOG;A318;49;46,31;4898;264557;4276;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;sep
ARE;1/09/2017;BOG;BGA;A320;43;43,39;7482;838500;6516;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;sep
ARE;1/09/2017;BOG;BGA;A319;59;58,18;8496;1032500;7561;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;sep
ARE;1/09/2017;BGA;BOG;A320;43;42,25;7482;838500;6826;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;sep
ARE;1/09/2017;BGA;BOG;A319;59;57,8;8496;1032500;7861;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;sep
VVC;1/08/2017;BOG;BGA;A320;30;30,2;5400;0;4144;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;ago
VVC;1/08/2017;BGA;BOG;A320;30;30,7;5400;0;4338;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;ago
AVA;1/08/2017;BOG;BGA;A320;220;210,28;32990;1208940;28377;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;ago
AVA;1/08/2017;BOG;BGA;A319;29;26,68;3459;182884;3163;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;ago
AVA;1/08/2017;BOG;BGA;A318;67;62,17;6694;318834;6036;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;ago
AVA;1/08/2017;BGA;BOG;A320;201;180,54;30123;1318848;25993;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;ago
AVA;1/08/2017;BGA;BOG;A319;40;36,12;4778;283177;4288;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;ago
AVA;1/08/2017;BGA;BOG;A318;75;68,39;7492;434990;6448;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;ago
ARE;1/08/2017;BOG;BGA;A320;45;46,16;7830;877500;5712;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;ago
ARE;1/08/2017;BOG;BGA;A319;67;66,93;9648;1172500;8144;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;ago
ARE;1/08/2017;BGA;BOG;A320;45;45,24;7830;877500;6178;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;ago
ARE;1/08/2017;BGA;BOG;A319;69;70,56;9936;1207500;8492;288,07;Domestic;Regular;AIRES;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;LAN;BGA-BOG;BGA-BOG;179;2017;ago
VVC;1/07/2017;BOG;BGA;A320;31;32,7;5580;0;4389;288,07;Domestic;Regular;FAST COLOMBIA SAS;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;VVC;BOG-BGA;BGA-BOG;179;2017;jul
VVC;1/07/2017;BGA;BOG;A320;31;31,8;5580;0;4664;288,07;Domestic;Regular;FAST COLOMBIA SAS;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;VVC;BGA-BOG;BGA-BOG;179;2017;jul
AVA;1/07/2017;BOG;BGA;A320;228;210,47;34145;1003285;31119;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;jul
AVA;1/07/2017;BOG;BGA;A319;30;28,3;3598;169439;3286;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;jul
AVA;1/07/2017;BOG;BGA;A318;66;59,18;6594;262039;6214;288,07;Domestic;Regular;AVIANCA;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;AVA;BOG-BGA;BGA-BOG;179;2017;jul
AVA;1/07/2017;BGA;BOG;A320;215;190,34;32167;1134220;28831;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;jul
AVA;1/07/2017;BGA;BOG;A319;39;33,84;4674;241323;4244;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;jul
AVA;1/07/2017;BGA;BOG;A318;69;62,43;6888;305582;6462;288,07;Domestic;Regular;AVIANCA;BUCARAMANGA;BOGOTA;COLOMBIA;COLOMBIA;BUCARAMANGA - PALONEGRO;BOGOTA - ELDORADO;AVA;BGA-BOG;BGA-BOG;179;2017;jul
ARE;1/07/2017;BOG;BGA;A320;51;51,99;8778;994500;6511;288,07;Domestic;Regular;AIRES;BOGOTA;BUCARAMANGA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;BUCARAMANGA - PALONEGRO;LAN;BOG-BGA;BGA-BOG;179;2017;jul
