Sigla Empresa;Fecha;Origen;Destino;Tipo de Equipo;Número de Vuelos;Horas Bloque;Sillas;Carga Ofrecida Kg;Pasajeros A Bordo;Distancia;Trafico;Tipo de Vuelo;Nombre Empresa;Ciudad Origen;Ciudad Destino;Pais Origen;Pais Destino;Apto_Origen;Apto_Destino;Grupo de Empresas;OW;Ruta;Millas;Año;Mes
AVA;1/06/2015;CTG;BOG;A321;42;61,87;8133;428220;6113;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;jun
AVA;1/06/2015;CTG;BOG;A320;342;482,18;51288;2778152;40301;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;jun
AVA;1/06/2015;CTG;BOG;A319;68;95,85;8160;551210;6727;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;jun
AVA;1/06/2015;CTG;BOG;A318;53;74,39;5297;369650;4265;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;jun
ARE;1/08/2016;CTG;BOG;A320;197;278,85;34278;3841500;27848;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;ago
AVA;1/06/2015;BOG;CTG;B788;25;37,14;6249;668337;5051;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
AVA;1/06/2015;BOG;CTG;A332;8;12,23;1974;251831;1523;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
AVA;1/06/2015;BOG;CTG;A321;42;60,02;8132;305037;6684;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
AVA;1/06/2015;BOG;CTG;A320;342;494,38;51290;2582369;42099;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
AVA;1/06/2015;BOG;CTG;A319;69;98,67;8280;512072;6986;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
AVA;1/06/2015;BOG;CTG;A318;55;78,92;5497;341835;4680;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;jun
ARE;1/09/2016;BOG;CTG;A319;1;1,45;144;17500;129;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;sep
ARE;1/09/2016;BOG;CTG;A320;165;230,9;28710;3217500;23832;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;sep
ARE;1/09/2016;CTG;BOG;A320;167;235,25;29058;3256500;23718;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;sep
AVA;1/05/2015;CTG;BOG;B788;21;31,31;5182;651203;3495;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
AVA;1/05/2015;CTG;BOG;A332;5;7,31;1259;168901;909;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
AVA;1/05/2015;CTG;BOG;A321;32;46,86;6208;331842;4677;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
AVA;1/05/2015;CTG;BOG;A320;377;541,73;56530;3322727;40793;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
AVA;1/05/2015;CTG;BOG;A319;80;114,46;9599;707734;7190;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
AVA;1/05/2015;CTG;BOG;A318;56;80,07;5600;375233;4446;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;may
ARE;1/10/2016;BOG;CTG;A319;37;50,33;5328;647500;4709;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;oct
ARE;1/10/2016;BOG;CTG;A320;170;239,32;29580;3315000;24407;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;oct
AVA;1/05/2015;BOG;CTG;B788;21;33,07;5250;638134;3803;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
AVA;1/05/2015;BOG;CTG;A332;4;6,38;1008;138630;689;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
AVA;1/05/2015;BOG;CTG;A321;33;45,64;6402;251110;4799;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
AVA;1/05/2015;BOG;CTG;A320;379;541,43;56844;3428753;40078;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
AVA;1/05/2015;BOG;CTG;A319;80;115,44;9600;664123;7454;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
AVA;1/05/2015;BOG;CTG;A318;56;80,07;5579;354762;4481;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;may
ARE;1/10/2016;CTG;BOG;A319;36;51,84;5184;630000;4406;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;oct
ARE;1/10/2016;CTG;BOG;A320;166;239,35;28884;3237000;24036;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;oct
AVA;1/04/2015;CTG;BOG;B788;24;37,07;5999;681501;4761;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;CTG;BOG;A332;3;3,99;756;95596;609;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;CTG;BOG;A321;35;48,76;6789;352508;5000;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;CTG;BOG;A320;324;480,95;48577;2629842;37319;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;CTG;BOG;A319;51;74,44;6116;392962;4963;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;CTG;BOG;A318;32;46,18;3197;204400;2553;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;B788;24;34,97;5999;739971;4033;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;A332;4;5,57;1008;140107;633;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;A321;35;50,89;6790;277544;5205;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;A320;326;466,95;48871;2713538;36617;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;A319;50;74,06;5998;390345;4760;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
AVA;1/04/2015;BOG;CTG;A318;36;52,8;3600;203278;2987;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;abr
ARE;1/11/2016;BOG;CTG;A319;80;115,73;11520;1400000;10014;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;nov
ARE;1/11/2016;BOG;CTG;A320;148;214,29;25752;2886000;22048;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;nov
AVA;1/03/2015;CTG;BOG;B788;30;45,5;7383;828452;6084;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;mar
AVA;1/03/2015;CTG;BOG;A321;38;49,65;7370;388312;4601;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;mar
AVA;1/03/2015;CTG;BOG;A320;313;436,4;46937;2490411;36211;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;mar
ARE;1/11/2016;CTG;BOG;A319;75;109,26;10800;1312500;9501;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;nov
ARE;1/11/2016;CTG;BOG;A320;150;223,39;26100;2925000;22349;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;nov
AVA;1/03/2015;CTG;BOG;A319;67;90,71;8031;564564;6230;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;mar
AVA;1/03/2015;CTG;BOG;A318;44;60,35;4397;268946;3523;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;mar
AVA;1/03/2015;BOG;CTG;B788;30;44,22;7495;860160;5709;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;mar
AVA;1/03/2015;BOG;CTG;A321;38;52,57;7310;265533;5874;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;mar
AVA;1/03/2015;BOG;CTG;A320;313;430,81;46922;2360904;37829;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;mar
AVA;1/03/2015;BOG;CTG;A319;67;92,16;8030;505022;6553;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;mar
AVA;1/03/2015;BOG;CTG;A318;45;62,53;4497;269208;3733;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;mar
ARE;1/12/2016;BOG;CTG;A319;155;217,37;22320;2712500;20497;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;dic
ARE;1/12/2016;BOG;CTG;A320;105;145,18;18258;2047500;16153;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2016;dic
AVA;1/02/2015;CTG;BOG;B788;22;33,77;5394;588969;4535;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;feb
AVA;1/02/2015;CTG;BOG;A321;39;54,44;7507;373417;6067;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;feb
AVA;1/02/2015;CTG;BOG;A320;255;365,74;37958;1964336;30823;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;feb
AVA;1/02/2015;CTG;BOG;A319;75;108,04;8884;602563;7360;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;feb
AVA;1/02/2015;CTG;BOG;A318;42;59,3;4173;258893;3527;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;feb
ARE;1/12/2016;CTG;BOG;A319;146;207,83;21024;2555000;16576;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;dic
ARE;1/12/2016;CTG;BOG;A320;113;162,56;19656;2203500;13357;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2016;dic
AVA;1/02/2015;BOG;CTG;B788;22;34,23;5478;659040;3601;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;feb
AVA;1/02/2015;BOG;CTG;A321;42;60,65;8057;323535;6225;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;feb
AVA;1/02/2015;BOG;CTG;A320;259;373,3;38607;2040888;30262;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;feb
AVA;1/02/2015;BOG;CTG;A319;72;104,8;8619;553834;6975;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;feb
AVA;1/02/2015;BOG;CTG;A318;43;61,28;4292;242321;3743;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;feb
AVA;1/01/2015;CTG;BOG;B788;8;12,86;1991;203432;1879;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;ene
AVA;1/01/2015;CTG;BOG;A321;33;46,86;6182;254344;5902;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;ene
AVA;1/01/2015;CTG;BOG;A320;374;540,2;55946;2596356;49406;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;ene
AVA;1/01/2015;CTG;BOG;A319;49;70,48;5876;351834;5481;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;ene
AVA;1/01/2015;CTG;BOG;A318;21;31,07;2099;128651;1857;652,59;Domestic;Regular;AVIANCA;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;AVA;CTG-BOG;BOG-CTG;406;2015;ene
AVA;1/01/2015;BOG;CTG;B788;8;12,48;1992;239548;1395;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;ene
AVA;1/01/2015;BOG;CTG;A321;33;46,62;6269;241779;4863;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;ene
AVA;1/01/2015;BOG;CTG;A320;372;530,05;55791;2889692;45331;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;ene
AVA;1/01/2015;BOG;CTG;A319;51;73,66;6100;395923;4973;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;ene
AVA;1/01/2015;BOG;CTG;A318;22;31,9;2199;138267;1792;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2015;ene
ARE;1/12/2015;CTG;BOG;A320;244;348,9;42456;4758000;32024;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2015;dic
ARE;1/12/2015;BOG;CTG;A320;244;336,52;42456;4758000;39492;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2015;dic
AVA;1/01/2016;BOG;CTG;A318;46;63,28;4596;23990;3712;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
AVA;1/01/2016;BOG;CTG;A319;84;116,29;10077;45908;8298;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
AVA;1/01/2016;BOG;CTG;A320;260;354,24;38933;210292;30872;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
AVA;1/01/2016;BOG;CTG;A321;147;193,43;28508;91767;24050;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
AVA;1/01/2016;BOG;CTG;A332;10;14,39;2518;760;2153;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
AVA;1/01/2016;BOG;CTG;B788;22;33,77;5500;823;4921;652,59;Domestic;Regular;AVIANCA;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;AVA;BOG-CTG;BOG-CTG;406;2016;ene
ARE;1/11/2015;CTG;BOG;A320;208;296,3;36192;4056000;28100;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2015;nov
ARE;1/11/2015;BOG;CTG;A320;211;302,15;36714;4114500;29141;652,59;Domestic;Regular;AIRES;BOGOTA;CARTAGENA;COLOMBIA;COLOMBIA;BOGOTA - ELDORADO;CARTAGENA - RAFAEL NUQEZ;LAN;BOG-CTG;BOG-CTG;406;2015;nov
ARE;1/10/2015;CTG;BOG;A320;193;275,14;33582;3763500;26280;652,59;Domestic;Regular;AIRES;CARTAGENA;BOGOTA;COLOMBIA;COLOMBIA;CARTAGENA - RAFAEL NUQEZ;BOGOTA - ELDORADO;LAN;CTG-BOG;BOG-CTG;406;2015;oct
